siteName,SLFL,year,temp,nDays
Shute and Tancred Islands,FL,2016,29.9,3
Shute and Tancred Islands,FL,2016,30,1
Shute and Tancred Islands,FL,2017,27.6,93
Shute and Tancred Islands,FL,2017,27.8,92
Shute and Tancred Islands,FL,2017,27.9,91
Shute and Tancred Islands,FL,2017,28,87
Shute and Tancred Islands,FL,2017,28.1,84
Shute and Tancred Islands,FL,2017,28.2,83
Shute and Tancred Islands,FL,2017,28.3,82
Shute and Tancred Islands,FL,2017,28.4,79
Shute and Tancred Islands,FL,2017,28.6,77
Shute and Tancred Islands,FL,2017,28.7,72
Shute and Tancred Islands,FL,2017,28.8,67
Shute and Tancred Islands,FL,2017,28.9,66
Shute and Tancred Islands,FL,2017,29,64
Shute and Tancred Islands,FL,2017,29.1,53
Shute and Tancred Islands,FL,2017,29.2,38
Shute and Tancred Islands,FL,2017,29.3,23
Shute and Tancred Islands,FL,2017,29.4,14
Shute and Tancred Islands,FL,2017,29.5,5
Shute and Tancred Islands,FL,2017,29.6,1
Shute and Tancred Islands,FL,2018,27.5,82
Shute and Tancred Islands,FL,2018,27.6,77
Shute and Tancred Islands,FL,2018,27.7,69
Shute and Tancred Islands,FL,2018,27.8,66
Shute and Tancred Islands,FL,2018,27.9,65
Shute and Tancred Islands,FL,2018,28,63
Shute and Tancred Islands,FL,2018,28.1,61
Shute and Tancred Islands,FL,2018,28.2,59
Shute and Tancred Islands,FL,2018,28.3,51
Shute and Tancred Islands,FL,2018,28.4,48
Shute and Tancred Islands,FL,2018,28.5,39
Shute and Tancred Islands,FL,2018,28.6,28
Shute and Tancred Islands,FL,2018,28.7,18
Shute and Tancred Islands,FL,2018,28.8,15
Shute and Tancred Islands,FL,2018,28.9,8
Shute and Tancred Islands,FL,2018,29,2
Shute and Tancred Islands,FL,2018,29.1,1
Shute and Tancred Islands,SL,2007,27.5,26
Shute and Tancred Islands,SL,2007,27.6,17
Shute and Tancred Islands,SL,2007,27.7,14
Shute and Tancred Islands,SL,2007,27.8,12
Shute and Tancred Islands,SL,2007,27.9,9
Shute and Tancred Islands,SL,2007,28,8
Shute and Tancred Islands,SL,2007,28.1,6
Shute and Tancred Islands,SL,2007,28.2,4
Shute and Tancred Islands,SL,2007,28.3,2
Shute and Tancred Islands,SL,2007,28.4,1
Shute and Tancred Islands,SL,2008,27.6,59
Shute and Tancred Islands,SL,2008,27.7,57
Shute and Tancred Islands,SL,2008,27.8,55
Shute and Tancred Islands,SL,2008,27.9,54
Shute and Tancred Islands,SL,2008,28,50
Shute and Tancred Islands,SL,2008,28.1,43
Shute and Tancred Islands,SL,2008,28.2,33
Shute and Tancred Islands,SL,2008,28.3,20
Shute and Tancred Islands,SL,2008,28.4,13
Shute and Tancred Islands,SL,2008,28.5,9
Shute and Tancred Islands,SL,2008,28.6,7
Shute and Tancred Islands,SL,2008,28.7,3
Shute and Tancred Islands,SL,2008,28.8,1
Shute and Tancred Islands,SL,2013,27.5,67
Shute and Tancred Islands,SL,2013,27.7,66
Shute and Tancred Islands,SL,2013,27.8,64
Shute and Tancred Islands,SL,2013,27.9,61
Shute and Tancred Islands,SL,2013,28,56
Shute and Tancred Islands,SL,2013,28.1,53
Shute and Tancred Islands,SL,2013,28.2,52
Shute and Tancred Islands,SL,2013,28.3,48
Shute and Tancred Islands,SL,2013,28.4,38
Shute and Tancred Islands,SL,2013,28.5,28
Shute and Tancred Islands,SL,2013,28.6,22
Shute and Tancred Islands,SL,2013,28.7,19
Shute and Tancred Islands,SL,2013,28.8,14
Shute and Tancred Islands,SL,2013,28.9,7
Shute and Tancred Islands,SL,2013,29,4
Shute and Tancred Islands,SL,2013,29.1,3
Shute and Tancred Islands,SL,2013,29.2,1
Shute and Tancred Islands,SL,2014,27.5,38
Shute and Tancred Islands,SL,2014,27.6,33
Shute and Tancred Islands,SL,2014,27.7,31
Shute and Tancred Islands,SL,2014,27.8,29
Shute and Tancred Islands,SL,2014,28,26
Shute and Tancred Islands,SL,2014,28.1,22
Shute and Tancred Islands,SL,2014,28.2,15
Shute and Tancred Islands,SL,2014,28.3,11
Shute and Tancred Islands,SL,2014,28.4,6
Shute and Tancred Islands,SL,2014,28.5,2
Shute and Tancred Islands,SL,2014,28.6,1
Shute and Tancred Islands,SL,2017,27.7,93
Shute and Tancred Islands,SL,2017,27.8,92
Shute and Tancred Islands,SL,2017,27.9,91
Shute and Tancred Islands,SL,2017,28,87
Shute and Tancred Islands,SL,2017,28.1,84
Shute and Tancred Islands,SL,2017,28.2,83
Shute and Tancred Islands,SL,2017,28.3,82
Shute and Tancred Islands,SL,2017,28.4,79
Shute and Tancred Islands,SL,2017,28.6,77
Shute and Tancred Islands,SL,2017,28.7,72
Shute and Tancred Islands,SL,2017,28.8,67
Shute and Tancred Islands,SL,2017,28.9,66
Shute and Tancred Islands,SL,2017,29,64
Shute and Tancred Islands,SL,2017,29.1,54
Shute and Tancred Islands,SL,2017,29.2,39
Shute and Tancred Islands,SL,2017,29.3,22
Shute and Tancred Islands,SL,2017,29.4,14
Shute and Tancred Islands,SL,2017,29.5,5
Shute and Tancred Islands,SL,2017,29.6,1
Shute and Tancred Islands,SL,2018,27.5,84
Shute and Tancred Islands,SL,2018,27.6,80
Shute and Tancred Islands,SL,2018,27.7,77
Shute and Tancred Islands,SL,2018,27.8,68
Shute and Tancred Islands,SL,2018,27.9,66
Shute and Tancred Islands,SL,2018,28,64
Shute and Tancred Islands,SL,2018,28.1,63
Shute and Tancred Islands,SL,2018,28.2,61
Shute and Tancred Islands,SL,2018,28.3,58
Shute and Tancred Islands,SL,2018,28.4,50
Shute and Tancred Islands,SL,2018,28.5,45
Shute and Tancred Islands,SL,2018,28.6,37
Shute and Tancred Islands,SL,2018,28.7,25
Shute and Tancred Islands,SL,2018,28.8,16
Shute and Tancred Islands,SL,2018,28.9,13
Shute and Tancred Islands,SL,2018,29,4
Shute and Tancred Islands,SL,2018,29.1,1
Small Lagoon Reef,FL,2014,27.5,13
Small Lagoon Reef,FL,2014,27.6,5
Small Lagoon Reef,FL,2014,27.7,2
Small Lagoon Reef,FL,2014,27.8,1
Small Lagoon Reef,FL,2015,27.5,87
Small Lagoon Reef,FL,2015,27.6,85
Small Lagoon Reef,FL,2015,27.7,72
Small Lagoon Reef,FL,2015,27.8,55
Small Lagoon Reef,FL,2015,27.9,40
Small Lagoon Reef,FL,2015,28,35
Small Lagoon Reef,FL,2015,28.1,24
Small Lagoon Reef,FL,2015,28.2,17
Small Lagoon Reef,FL,2015,28.3,15
Small Lagoon Reef,FL,2015,28.4,9
Small Lagoon Reef,FL,2015,28.5,6
Small Lagoon Reef,FL,2015,28.6,3
Small Lagoon Reef,FL,2015,28.7,2
Small Lagoon Reef,FL,2015,28.9,1
Small Lagoon Reef,FL,2016,27.5,72
Small Lagoon Reef,FL,2016,27.6,66
Small Lagoon Reef,FL,2016,27.7,55
Small Lagoon Reef,FL,2016,27.8,42
Small Lagoon Reef,FL,2016,27.9,26
Small Lagoon Reef,FL,2016,28,17
Small Lagoon Reef,FL,2016,28.1,13
Small Lagoon Reef,FL,2016,28.2,10
Small Lagoon Reef,FL,2016,28.3,7
Small Lagoon Reef,FL,2016,28.4,6
Small Lagoon Reef,FL,2016,28.5,3
Small Lagoon Reef,FL,2016,28.6,1
Small Lagoon Reef,FL,2017,27.5,82
Small Lagoon Reef,FL,2017,27.6,79
Small Lagoon Reef,FL,2017,27.7,76
Small Lagoon Reef,FL,2017,27.8,75
Small Lagoon Reef,FL,2017,27.9,73
Small Lagoon Reef,FL,2017,28,60
Small Lagoon Reef,FL,2017,28.1,44
Small Lagoon Reef,FL,2017,28.2,37
Small Lagoon Reef,FL,2017,28.3,25
Small Lagoon Reef,FL,2017,28.4,16
Small Lagoon Reef,FL,2017,28.5,11
Small Lagoon Reef,FL,2017,28.6,10
Small Lagoon Reef,FL,2017,28.7,5
Small Lagoon Reef,FL,2017,28.8,3
Small Lagoon Reef,FL,2017,28.9,1
Small Lagoon Reef,FL,2018,27.5,32
Small Lagoon Reef,FL,2018,27.6,22
Small Lagoon Reef,FL,2018,27.7,15
Small Lagoon Reef,FL,2018,27.8,8
Small Lagoon Reef,FL,2018,27.9,4
Small Lagoon Reef,FL,2018,28,2
Small Lagoon Reef,FL,2018,28.1,1
Small Lagoon Reef,FL,2019,27.5,19
Small Lagoon Reef,FL,2019,27.6,10
Small Lagoon Reef,FL,2019,27.7,8
Small Lagoon Reef,FL,2019,27.8,4
Small Lagoon Reef,FL,2019,27.9,2
Small Lagoon Reef,FL,2019,28,1
Small Lagoon Reef,FL,2020,27.6,1
Small Lagoon Reef,SL,2016,27.5,70
Small Lagoon Reef,SL,2016,27.6,63
Small Lagoon Reef,SL,2016,27.7,50
Small Lagoon Reef,SL,2016,27.8,36
Small Lagoon Reef,SL,2016,27.9,18
Small Lagoon Reef,SL,2016,28,12
Small Lagoon Reef,SL,2016,28.1,9
Small Lagoon Reef,SL,2016,28.2,7
Small Lagoon Reef,SL,2016,28.3,5
Small Lagoon Reef,SL,2016,28.4,1
Small Lagoon Reef,SL,2017,27.5,79
Small Lagoon Reef,SL,2017,27.6,77
Small Lagoon Reef,SL,2017,27.7,76
Small Lagoon Reef,SL,2017,27.8,74
Small Lagoon Reef,SL,2017,27.9,67
Small Lagoon Reef,SL,2017,28,48
Small Lagoon Reef,SL,2017,28.1,38
Small Lagoon Reef,SL,2017,28.2,31
Small Lagoon Reef,SL,2017,28.3,20
Small Lagoon Reef,SL,2017,28.4,10
Small Lagoon Reef,SL,2017,28.5,6
Small Lagoon Reef,SL,2017,28.6,3
Small Lagoon Reef,SL,2017,28.7,2
Small Lagoon Reef,SL,2017,28.8,1
Small Lagoon Reef,SL,2018,27.5,35
Small Lagoon Reef,SL,2018,27.6,19
Small Lagoon Reef,SL,2018,27.7,13
Small Lagoon Reef,SL,2018,27.8,10
Small Lagoon Reef,SL,2018,27.9,7
Small Lagoon Reef,SL,2018,28,1
Small Lagoon Reef,SL,2019,27.5,12
Small Lagoon Reef,SL,2019,27.6,8
Small Lagoon Reef,SL,2019,27.7,5
Small Lagoon Reef,SL,2019,27.8,2
Small Lagoon Reef,SL,2019,27.9,1
Small Lagoon Reef,SL,2020,27.7,1
Small Lagoon Reef,SL,2012,27.5,59
Small Lagoon Reef,SL,2012,27.6,47
Small Lagoon Reef,SL,2012,27.7,43
Small Lagoon Reef,SL,2012,27.8,40
Small Lagoon Reef,SL,2012,27.9,35
Small Lagoon Reef,SL,2012,28,25
Small Lagoon Reef,SL,2012,28.1,13
Small Lagoon Reef,SL,2012,28.2,8
Small Lagoon Reef,SL,2012,28.3,1
Small Lagoon Reef,SL,2013,27.5,29
Small Lagoon Reef,SL,2013,27.6,23
Small Lagoon Reef,SL,2013,27.7,15
Small Lagoon Reef,SL,2013,27.8,6
Small Lagoon Reef,SL,2013,27.9,2
Small Lagoon Reef,SL,2013,28,1
Snake Reef,FL,2015,27.5,90
Snake Reef,FL,2015,27.6,81
Snake Reef,FL,2015,27.7,66
Snake Reef,FL,2015,27.8,47
Snake Reef,FL,2015,27.9,34
Snake Reef,FL,2015,28,26
Snake Reef,FL,2015,28.1,18
Snake Reef,FL,2015,28.2,12
Snake Reef,FL,2015,28.3,7
Snake Reef,FL,2015,28.4,5
Snake Reef,FL,2015,28.5,4
Snake Reef,FL,2015,28.6,2
Snake Reef,FL,2015,28.8,1
Snake Reef,FL,2016,27.5,78
Snake Reef,FL,2016,27.6,67
Snake Reef,FL,2016,27.7,50
Snake Reef,FL,2016,27.8,32
Snake Reef,FL,2016,27.9,22
Snake Reef,FL,2016,28,13
Snake Reef,FL,2016,28.1,9
Snake Reef,FL,2016,28.2,8
Snake Reef,FL,2016,28.3,7
Snake Reef,FL,2016,28.4,6
Snake Reef,FL,2016,28.5,5
Snake Reef,FL,2016,28.7,4
Snake Reef,FL,2016,28.8,2
Snake Reef,FL,2016,28.9,1
Snake Reef,FL,2017,27.5,85
Snake Reef,FL,2017,27.6,81
Snake Reef,FL,2017,27.7,78
Snake Reef,FL,2017,27.8,73
Snake Reef,FL,2017,27.9,64
Snake Reef,FL,2017,28,56
Snake Reef,FL,2017,28.1,43
Snake Reef,FL,2017,28.2,30
Snake Reef,FL,2017,28.3,22
Snake Reef,FL,2017,28.4,18
Snake Reef,FL,2017,28.5,13
Snake Reef,FL,2017,28.6,9
Snake Reef,FL,2017,28.7,5
Snake Reef,FL,2017,28.8,3
Snake Reef,FL,2017,28.9,2
Snake Reef,FL,2017,29.1,1
Snake Reef,FL,2018,27.5,35
Snake Reef,FL,2018,27.6,25
Snake Reef,FL,2018,27.7,16
Snake Reef,FL,2018,27.8,11
Snake Reef,FL,2018,27.9,6
Snake Reef,FL,2018,28,3
Snake Reef,FL,2018,28.1,1
Snake Reef,SL,2011,27.5,54
Snake Reef,SL,2011,27.6,44
Snake Reef,SL,2011,27.7,34
Snake Reef,SL,2011,27.8,19
Snake Reef,SL,2011,27.9,8
Snake Reef,SL,2011,28,3
Snake Reef,SL,2011,28.1,1
Snake Reef,SL,2012,27.5,51
Snake Reef,SL,2012,27.6,46
Snake Reef,SL,2012,27.7,42
Snake Reef,SL,2012,27.8,35
Snake Reef,SL,2012,27.9,33
Snake Reef,SL,2012,28,30
Snake Reef,SL,2012,28.1,18
Snake Reef,SL,2012,28.2,11
Snake Reef,SL,2012,28.3,4
Snake Reef,SL,2012,28.4,1
Snapper Island North,FL,2008,27.7,8
Snapper Island North,FL,2008,27.8,6
Snapper Island North,FL,2008,27.9,3
Snapper Island North,FL,2008,28.2,2
Snapper Island North,FL,2008,28.5,1
Snapper Island North,FL,2009,27.5,119
Snapper Island North,FL,2009,27.7,117
Snapper Island North,FL,2009,27.9,113
Snapper Island North,FL,2009,28,110
Snapper Island North,FL,2009,28.1,108
Snapper Island North,FL,2009,28.2,105
Snapper Island North,FL,2009,28.3,102
Snapper Island North,FL,2009,28.4,96
Snapper Island North,FL,2009,28.5,93
Snapper Island North,FL,2009,28.6,91
Snapper Island North,FL,2009,28.7,89
Snapper Island North,FL,2009,28.8,86
Snapper Island North,FL,2009,28.9,82
Snapper Island North,FL,2009,29,81
Snapper Island North,FL,2009,29.1,76
Snapper Island North,FL,2009,29.2,75
Snapper Island North,FL,2009,29.3,69
Snapper Island North,FL,2009,29.4,63
Snapper Island North,FL,2009,29.5,55
Snapper Island North,FL,2009,29.6,52
Snapper Island North,FL,2009,29.7,47
Snapper Island North,FL,2009,29.8,42
Snapper Island North,FL,2009,29.9,35
Snapper Island North,FL,2009,30,26
Snapper Island North,FL,2009,30.1,24
Snapper Island North,FL,2009,30.2,19
Snapper Island North,FL,2009,30.3,17
Snapper Island North,FL,2009,30.4,12
Snapper Island North,FL,2009,30.5,9
Snapper Island North,FL,2009,30.6,6
Snapper Island North,FL,2009,30.7,5
Snapper Island North,FL,2009,30.8,3
Snapper Island North,FL,2009,30.9,1
Snapper Island North,FL,2010,27.5,89
Snapper Island North,FL,2010,27.6,87
Snapper Island North,FL,2010,27.7,85
Snapper Island North,FL,2010,27.8,82
Snapper Island North,FL,2010,27.9,79
Snapper Island North,FL,2010,28,78
Snapper Island North,FL,2010,28.1,76
Snapper Island North,FL,2010,28.2,70
Snapper Island North,FL,2010,28.4,66
Snapper Island North,FL,2010,28.5,64
Snapper Island North,FL,2010,28.6,60
Snapper Island North,FL,2010,28.7,59
Snapper Island North,FL,2010,28.9,58
Snapper Island North,FL,2010,29.1,57
Snapper Island North,FL,2010,29.2,52
Snapper Island North,FL,2010,29.3,47
Snapper Island North,FL,2010,29.4,44
Snapper Island North,FL,2010,29.5,36
Snapper Island North,FL,2010,29.6,33
Snapper Island North,FL,2010,29.7,28
Snapper Island North,FL,2010,29.8,25
Snapper Island North,FL,2010,29.9,21
Snapper Island North,FL,2010,30,19
Snapper Island North,FL,2010,30.1,14
Snapper Island North,FL,2010,30.2,11
Snapper Island North,FL,2010,30.3,7
Snapper Island North,FL,2010,30.4,5
Snapper Island North,FL,2010,30.5,4
Snapper Island North,FL,2010,30.6,2
Snapper Island North,FL,2010,30.9,1
Snapper Island North,FL,2011,27.5,95
Snapper Island North,FL,2011,27.6,94
Snapper Island North,FL,2011,27.8,93
Snapper Island North,FL,2011,28.1,91
Snapper Island North,FL,2011,28.2,90
Snapper Island North,FL,2011,28.3,87
Snapper Island North,FL,2011,28.4,84
Snapper Island North,FL,2011,28.5,82
Snapper Island North,FL,2011,28.6,79
Snapper Island North,FL,2011,28.7,76
Snapper Island North,FL,2011,28.8,71
Snapper Island North,FL,2011,28.9,65
Snapper Island North,FL,2011,29,58
Snapper Island North,FL,2011,29.1,54
Snapper Island North,FL,2011,29.2,45
Snapper Island North,FL,2011,29.3,42
Snapper Island North,FL,2011,29.4,36
Snapper Island North,FL,2011,29.5,32
Snapper Island North,FL,2011,29.6,30
Snapper Island North,FL,2011,29.7,25
Snapper Island North,FL,2011,29.8,24
Snapper Island North,FL,2011,29.9,20
Snapper Island North,FL,2011,30,19
Snapper Island North,FL,2011,30.1,14
Snapper Island North,FL,2011,30.2,10
Snapper Island North,FL,2011,30.3,8
Snapper Island North,FL,2011,30.4,6
Snapper Island North,FL,2011,30.5,4
Snapper Island North,FL,2011,30.9,2
Snapper Island North,FL,2011,31,1
Snapper Island North,FL,2012,27.6,102
Snapper Island North,FL,2012,27.9,98
Snapper Island North,FL,2012,28,92
Snapper Island North,FL,2012,28.1,90
Snapper Island North,FL,2012,28.2,88
Snapper Island North,FL,2012,28.3,87
Snapper Island North,FL,2012,28.5,86
Snapper Island North,FL,2012,28.6,78
Snapper Island North,FL,2012,28.7,75
Snapper Island North,FL,2012,28.8,74
Snapper Island North,FL,2012,28.9,70
Snapper Island North,FL,2012,29,67
Snapper Island North,FL,2012,29.1,65
Snapper Island North,FL,2012,29.3,57
Snapper Island North,FL,2012,29.4,49
Snapper Island North,FL,2012,29.5,46
Snapper Island North,FL,2012,29.6,41
Snapper Island North,FL,2012,29.7,35
Snapper Island North,FL,2012,29.8,33
Snapper Island North,FL,2012,29.9,29
Snapper Island North,FL,2012,30,21
Snapper Island North,FL,2012,30.1,18
Snapper Island North,FL,2012,30.2,16
Snapper Island North,FL,2012,30.3,13
Snapper Island North,FL,2012,30.4,8
Snapper Island North,FL,2012,30.5,6
Snapper Island North,FL,2012,30.6,4
Snapper Island North,FL,2012,30.7,3
Snapper Island North,FL,2012,30.9,1
Snapper Island North,FL,2013,27.5,107
Snapper Island North,FL,2013,27.6,106
Snapper Island North,FL,2013,27.7,105
Snapper Island North,FL,2013,27.8,104
Snapper Island North,FL,2013,27.9,103
Snapper Island North,FL,2013,28,100
Snapper Island North,FL,2013,28.1,99
Snapper Island North,FL,2013,28.2,97
Snapper Island North,FL,2013,28.3,93
Snapper Island North,FL,2013,28.4,90
Snapper Island North,FL,2013,28.5,88
Snapper Island North,FL,2013,28.6,85
Snapper Island North,FL,2013,28.7,83
Snapper Island North,FL,2013,28.8,80
Snapper Island North,FL,2013,28.9,75
Snapper Island North,FL,2013,29,70
Snapper Island North,FL,2013,29.1,67
Snapper Island North,FL,2013,29.2,65
Snapper Island North,FL,2013,29.3,60
Snapper Island North,FL,2013,29.4,57
Snapper Island North,FL,2013,29.5,52
Snapper Island North,FL,2013,29.6,49
Snapper Island North,FL,2013,29.7,39
Snapper Island North,FL,2013,29.8,37
Snapper Island North,FL,2013,29.9,35
Snapper Island North,FL,2013,30,30
Snapper Island North,FL,2013,30.1,24
Snapper Island North,FL,2013,30.2,20
Snapper Island North,FL,2013,30.3,16
Snapper Island North,FL,2013,30.4,11
Snapper Island North,FL,2013,30.6,9
Snapper Island North,FL,2013,30.7,5
Snapper Island North,FL,2013,30.8,3
Snapper Island North,FL,2013,30.9,1
Snapper Island North,FL,2014,27.5,103
Snapper Island North,FL,2014,27.6,99
Snapper Island North,FL,2014,27.7,87
Snapper Island North,FL,2014,27.8,80
Snapper Island North,FL,2014,27.9,76
Snapper Island North,FL,2014,28,73
Snapper Island North,FL,2014,28.1,70
Snapper Island North,FL,2014,28.2,62
Snapper Island North,FL,2014,28.3,60
Snapper Island North,FL,2014,28.4,56
Snapper Island North,FL,2014,28.5,53
Snapper Island North,FL,2014,28.6,48
Snapper Island North,FL,2014,28.7,44
Snapper Island North,FL,2014,28.8,42
Snapper Island North,FL,2014,28.9,34
Snapper Island North,FL,2014,29,29
Snapper Island North,FL,2014,29.1,22
Snapper Island North,FL,2014,29.2,16
Snapper Island North,FL,2014,29.3,12
Snapper Island North,FL,2014,29.4,11
Snapper Island North,FL,2014,29.5,9
Snapper Island North,FL,2014,29.6,6
Snapper Island North,FL,2014,29.7,5
Snapper Island North,FL,2014,29.8,1
Snapper Island North,FL,2016,27.8,114
Snapper Island North,FL,2016,27.9,110
Snapper Island North,FL,2016,28,109
Snapper Island North,FL,2016,28.1,108
Snapper Island North,FL,2016,28.2,106
Snapper Island North,FL,2016,28.4,102
Snapper Island North,FL,2016,28.5,99
Snapper Island North,FL,2016,28.6,97
Snapper Island North,FL,2016,28.7,95
Snapper Island North,FL,2016,28.8,93
Snapper Island North,FL,2016,28.9,88
Snapper Island North,FL,2016,29,87
Snapper Island North,FL,2016,29.1,85
Snapper Island North,FL,2016,29.2,84
Snapper Island North,FL,2016,29.3,80
Snapper Island North,FL,2016,29.4,74
Snapper Island North,FL,2016,29.5,69
Snapper Island North,FL,2016,29.6,67
Snapper Island North,FL,2016,29.7,59
Snapper Island North,FL,2016,29.8,47
Snapper Island North,FL,2016,29.9,33
Snapper Island North,FL,2016,30,24
Snapper Island North,FL,2016,30.1,16
Snapper Island North,FL,2016,30.2,10
Snapper Island North,FL,2016,30.3,8
Snapper Island North,FL,2016,30.4,4
Snapper Island North,FL,2016,30.5,2
Snapper Island North,FL,2016,30.6,1
Snapper Island North,FL,2017,27.6,106
Snapper Island North,FL,2017,27.7,105
Snapper Island North,FL,2017,27.8,104
Snapper Island North,FL,2017,27.9,103
Snapper Island North,FL,2017,28,102
Snapper Island North,FL,2017,28.1,101
Snapper Island North,FL,2017,28.2,99
Snapper Island North,FL,2017,28.4,98
Snapper Island North,FL,2017,28.5,95
Snapper Island North,FL,2017,29,93
Snapper Island North,FL,2017,29.3,91
Snapper Island North,FL,2017,29.4,90
Snapper Island North,FL,2017,29.5,84
Snapper Island North,FL,2017,29.6,78
Snapper Island North,FL,2017,29.7,75
Snapper Island North,FL,2017,29.8,70
Snapper Island North,FL,2017,29.9,68
Snapper Island North,FL,2017,30,64
Snapper Island North,FL,2017,30.1,60
Snapper Island North,FL,2017,30.2,51
Snapper Island North,FL,2017,30.3,42
Snapper Island North,FL,2017,30.4,33
Snapper Island North,FL,2017,30.5,28
Snapper Island North,FL,2017,30.6,23
Snapper Island North,FL,2017,30.7,18
Snapper Island North,FL,2017,30.8,13
Snapper Island North,FL,2017,31,10
Snapper Island North,FL,2017,31.1,8
Snapper Island North,FL,2017,31.2,6
Snapper Island North,FL,2017,31.3,3
Snapper Island North,FL,2017,31.5,1
Snapper Island North,FL,2019,27.5,99
Snapper Island North,FL,2019,27.6,94
Snapper Island North,FL,2019,27.7,92
Snapper Island North,FL,2019,27.8,91
Snapper Island North,FL,2019,27.9,87
Snapper Island North,FL,2019,28,84
Snapper Island North,FL,2019,28.1,83
Snapper Island North,FL,2019,28.2,82
Snapper Island North,FL,2019,28.3,81
Snapper Island North,FL,2019,28.4,74
Snapper Island North,FL,2019,28.5,69
Snapper Island North,FL,2019,28.6,62
Snapper Island North,FL,2019,28.7,57
Snapper Island North,FL,2019,28.8,52
Snapper Island North,FL,2019,28.9,45
Snapper Island North,FL,2019,29,37
Snapper Island North,FL,2019,29.1,34
Snapper Island North,FL,2019,29.2,30
Snapper Island North,FL,2019,29.3,29
Snapper Island North,FL,2019,29.4,25
Snapper Island North,FL,2019,29.5,19
Snapper Island North,FL,2019,29.6,16
Snapper Island North,FL,2019,29.7,13
Snapper Island North,FL,2019,29.8,9
Snapper Island North,FL,2019,29.9,8
Snapper Island North,FL,2019,30,4
Snapper Island North,FL,2019,30.1,2
Snapper Island North,FL,2019,30.2,1
Snapper Island North,SL,2008,27.5,9
Snapper Island North,SL,2008,27.7,8
Snapper Island North,SL,2008,27.8,4
Snapper Island North,SL,2008,28,3
Snapper Island North,SL,2008,28.2,2
Snapper Island North,SL,2008,28.4,1
Snapper Island North,SL,2009,28,91
Snapper Island North,SL,2009,28.1,90
Snapper Island North,SL,2009,28.2,87
Snapper Island North,SL,2009,28.3,86
Snapper Island North,SL,2009,28.4,85
Snapper Island North,SL,2009,28.6,84
Snapper Island North,SL,2009,28.7,83
Snapper Island North,SL,2009,28.8,82
Snapper Island North,SL,2009,28.9,79
Snapper Island North,SL,2009,29,73
Snapper Island North,SL,2009,29.1,70
Snapper Island North,SL,2009,29.2,65
Snapper Island North,SL,2009,29.3,58
Snapper Island North,SL,2009,29.4,52
Snapper Island North,SL,2009,29.5,45
Snapper Island North,SL,2009,29.6,36
Snapper Island North,SL,2009,29.7,30
Snapper Island North,SL,2009,29.8,25
Snapper Island North,SL,2009,29.9,20
Snapper Island North,SL,2009,30,16
Snapper Island North,SL,2009,30.1,10
Snapper Island North,SL,2009,30.2,9
Snapper Island North,SL,2009,30.3,8
Snapper Island North,SL,2009,30.4,5
Snapper Island North,SL,2009,30.5,4
Snapper Island North,SL,2009,30.6,2
Snapper Island North,SL,2009,30.7,1
Snapper Island North,SL,2011,27.7,91
Snapper Island North,SL,2011,27.9,90
Snapper Island North,SL,2011,28.2,89
Snapper Island North,SL,2011,28.3,88
Snapper Island North,SL,2011,28.4,85
Snapper Island North,SL,2011,28.5,78
Snapper Island North,SL,2011,28.6,73
Snapper Island North,SL,2011,28.7,67
Snapper Island North,SL,2011,28.8,57
Snapper Island North,SL,2011,28.9,48
Snapper Island North,SL,2011,29,38
Snapper Island North,SL,2011,29.1,36
Snapper Island North,SL,2011,29.2,31
Snapper Island North,SL,2011,29.3,28
Snapper Island North,SL,2011,29.4,23
Snapper Island North,SL,2011,29.5,20
Snapper Island North,SL,2011,29.6,19
Snapper Island North,SL,2011,29.7,18
Snapper Island North,SL,2011,29.8,14
Snapper Island North,SL,2011,29.9,11
Snapper Island North,SL,2011,30,7
Snapper Island North,SL,2011,30.1,5
Snapper Island North,SL,2011,30.2,2
Snapper Island North,SL,2011,30.3,1
Snapper Island North,SL,2012,27.5,102
Snapper Island North,SL,2012,27.7,101
Snapper Island North,SL,2012,27.8,95
Snapper Island North,SL,2012,27.9,93
Snapper Island North,SL,2012,28,87
Snapper Island North,SL,2012,28.1,83
Snapper Island North,SL,2012,28.2,82
Snapper Island North,SL,2012,28.3,81
Snapper Island North,SL,2012,28.4,80
Snapper Island North,SL,2012,28.5,79
Snapper Island North,SL,2012,28.6,74
Snapper Island North,SL,2012,28.7,66
Snapper Island North,SL,2012,28.8,57
Snapper Island North,SL,2012,28.9,50
Snapper Island North,SL,2012,29,46
Snapper Island North,SL,2012,29.1,41
Snapper Island North,SL,2012,29.2,36
Snapper Island North,SL,2012,29.3,32
Snapper Island North,SL,2012,29.4,30
Snapper Island North,SL,2012,29.5,27
Snapper Island North,SL,2012,29.6,23
Snapper Island North,SL,2012,29.7,20
Snapper Island North,SL,2012,29.8,16
Snapper Island North,SL,2012,29.9,10
Snapper Island North,SL,2012,30,7
Snapper Island North,SL,2012,30.1,4
Snapper Island North,SL,2012,30.2,1
Snapper Island North,SL,2013,27.6,101
Snapper Island North,SL,2013,27.7,100
Snapper Island North,SL,2013,27.8,99
Snapper Island North,SL,2013,27.9,97
Snapper Island North,SL,2013,28,96
Snapper Island North,SL,2013,28.2,92
Snapper Island North,SL,2013,28.3,86
Snapper Island North,SL,2013,28.5,81
Snapper Island North,SL,2013,28.6,79
